PlayerName,Org,Level,Age,xFIP,K%,BB%,IP,GB%,ERA,K-BB%,playerId,fg_pos,fg_top_100,fg_org_rk,fg_fb,fg_sl,fg_cb,fg_ch,fg_cmd,fg_fv,FA/Team,mlb_top30,mlb_top30_rank,mlb_top30_scraped_date,mlb_top30_match_method,mlb_top30_match_score,mlb_player_url,mlb_top30_source_url,mlb_top30_org_slug,mlb_year,mlb_grades_json,mlb_blurb,pitcherlist_in_list,pitcherlist_org_rank,pitcherlist_match_method,pitcherlist_match_score,pitcherlist_blurb,pitcherlist_has_blurb,pitcherlist_blurb_article_date,pitcherlist_blurb_article_url,pitcherlist_blurb_scraped_date,pitcherlist_org_rank_pl,pitcherlist_blurb_pl,pitcherlist_has_blurb_pl,pitcherlist_blurb_article_date_pl,pitcherlist_blurb_article_url_pl,pitcherlist_blurb_scraped_date_pl,p1500_in_list,p1500_org_rank,p1500_scraped_date,p1500_match_method,p1500_match_score,p1500_source_url,p1500_org_slug,p1500_org_rank_p1500,p1500_scraped_date_p1500,p1500_source_url_p1500,p1500_org_slug_p1500,ps_AAA_Name,ps_AAA_Org,ps_AAA_Pos,ps_AAA_Age,ps_AAA_PA,ps_AAA_AB,ps_AAA_Pitches,ps_AAA_Tracked%,ps_AAA_wOBA,ps_AAA_Bat Speed,ps_AAA_Barrel %,ps_AAA_BB%,ps_AAA_Chase%,ps_AAA_EV,ps_AAA_Max EV,ps_AAA_50th% EV,ps_AAA_90th% EV,ps_AAA_Hard Hit%,ps_AAA_K%,ps_AAA_L°,ps_AAA_Whiff%,ps_AAA_Swing%,ps_AAA_Z-Swing%,ps_AAA_Z-Contact%,ps_AAA_SwStr%,ps_AAA_Pull Air%,ps_AAA_BA,ps_AAA_OBP,ps_AAA_SLG,ps_AAA_BABIP,ps_AAA_BB,ps_AAA_2B,ps_AAA_3B,ps_AAA_Hits,ps_AAA_HR,ps_AAA_K,ps_AAA_Swings,ps_AAA_Whiffs,ps_AAA_psStuff+,ps_AAA_Max Velo,ps_AAA_Barrel%,ibw_year,ibw_rank,ibw_blurb,ibw_url,ibw_match_method,ibw_match_score,xFIP_pct,K%_pct,BB%_pct,K-BB%_pct,SkillScore,_mlb_top30_rank_pct_rankscore,_pitcherlist_org_rank_pct_rankscore,_p1500_org_rank_pct_rankscore,_ibw_rank_pct_rankscore,RankSources,RankCoverage,RankScore,DynastyScore_65_35,SampleReliability,Proj_ETA_Bucket,AgeForLevel_Delta,AgeForLevel_Score,Proj_Confidence,Proj_Impact,Proj_Risk,Proj_SP_Prob,Proj_Role,Proj_DynastyUtility,_trend_key,trend_key_method
Patrick Halligan,ATL,AA,24.8055555,4.194722860832341,0.2627451,0.10980392,57.2,0.346666666,4.369941822390149,0.15294118,sa3017319,SIRP,,35,40 / 40,40 / 40,,,30 / 40,35+,FA,False,,,none,47.61904761904761,,,,,,,False,,none,52.17391304347826,,False,,,,,,,,,,False,,,none,52.17391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.3833333333333333,0.5666666666666667,0.5416666666666667,0.6333333333333333,51.11,,,,,0,0.0,,51.11,1.0,1–2 yr,1.8055555000000005,28.333333999999994,25.0,47.6935001,53.055555000000005,0.5799999999999998,Mixed,24.170408594999998,sa3017319,playerId
Jordarlin Mendoza,NYY,A,20.6944444,6.611432709616,0.1625,0.175,15.1,0.538461538,6.456519061992869,-0.012499999999999983,sa3017321,SIRP,,34,55 / 60,55 / 60,,,20 / 40,35+,FA,False,,,none,48.275862068965516,,,,,,,False,,none,45.16129032258065,,False,,,,,,,,,,False,,,none,48.484848484848484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.12121212121212122,0.09090909090909091,0.3939393939393939,0.15151515151515152,17.84,,,,,0,0.0,,17.84,0.3775,2–4 yr,0.1944443999999983,47.66666720000002,9.4375,22.314000080000003,52.50694399999998,0.49311249999999984,Mixed,13.586091876000008,sa3017321,playerId
Garrett Hawkins,SDP,AA,24.4555555,2.9449905168265107,0.35087719,0.10087719,60.0,0.366666666,1.5,0.25,sa3017383,SP,,31,50 / 55,40 / 45,,45 / 55,30 / 50,35+,FA,True,19.0,2026-01-30,exact,100.0,https://www.mlb.com/milb/prospects/2025/padres/garrett-hawkins-678184,https://www.mlb.com/milb/prospects/2025/padres/,padres,2025.0,"{""Fastball"": 60, ""Curveball"": 45, ""Slider"": 55, ""Changeup"": 40, ""Control"": 50, ""Overall"": 40}","A Canada native who was limited by COVID protocols at the University of British Columbia, Hawkins used a standout performance in the 2021 MLB Draft League to jump to the Padres’ ninth-round pick of that summer’s Draft. He climbed the ladder steadily with stops at Single-A and High-A in his first full season and returned to Fort Wayne for 2023, only to undergo Tommy John surgery that August after making only four starts. He missed all of 2024 while rehabbing and has been back in the Midwest League this season, now as a dominant late-inning reliever. Hawkins stands 6-foot-5 and throws out of an almost over-the-top delivery. It can look like he’s catapulting the ball toward home at times. Now that he’s pitching in shorter spurts, he leans even more on his 92-95 mph fastball. The pitch gets elite carry, and his large extension closes the decision window even more. He also mixes in a 79-81 mph sweeper for a chase pitch, and it can catch batters off guard. There’s a mid-70s curveball too and 82-85 mph changeup, but neither have found similar results to the other offerings. Hawkins’ move to the bullpen has as much to do with health and age (he turned 25 last offseason), than it does control. The fastball-heavy approach could make an absolute weapon against same-side bats, while lefties are likely to be more of a problem at the upper levels. Hawkins will be Rule 5-eligible this winter after going unprotected and unpicked last year, and his 40-man case should be much stronger this time around. Last Prospect 18 Kavares Tears Next Prospect 20 Francis Pena Padres Prospect Headlines Potential 5-tool standout Hernandez among Padres' 2026 int'l signings January 15, 2026 Mendez has potential to provide much-needed pitching depth December 22, 2025 Padres add pair of righty prospects to 40-man in Mendez, Hawkins November 18, 2025 After Tommy John surgery, former top Draft prospect back to the mound in Fall League October 29, 2025 3 Padres prospects worth watching next year October 21, 2025 Undrafted Padres prospect Karpathios making noise in Fall League October 18, 2025 Padres No. 14 prospect King leans on NFL father's advice October 13, 2025 3 storylines to look out for on San Diego's AFL roster October 10, 2025 More Prospects News Padres Prospect Highlights 01:05 Top Prospects: Kruz Schoolcraft, LHP, Padres January 23, 2026 05:09 Miguel Mendez on rise through Minors and more January 20, 2026 01:07 Chris Kemp on Padres 2026 international signings January 15, 2026 00:50 Car",True,14,fuzzy,100.0,,False,1/15/2026,https://pitcherlist.com/2026-san-diego-padres-top-fantasy-baseball-prospects/,2026-01-30,14.0,,False,1/15/2026,https://pitcherlist.com/2026-san-diego-padres-top-fantasy-baseball-prospects/,2026-01-30,True,15,2026-01-25,fuzzy,100.0,https://www.prospects1500.com/top-50-lists/san-diego-padres-top-50-prospects-2026/,,15.0,2026-01-25,https://www.prospects1500.com/top-50-lists/san-diego-padres-top-50-prospects-2026/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.9083333333333333,0.975,0.6666666666666667,0.9666666666666667,88.29,33.333333333333336,7.14285714285714,39.13043478260869,,3,0.75,22.753025959547692,65.3520590858417,1.0,1–2 yr,1.4555554999999991,32.53333400000001,70.0,73.04511782575251,34.55555499999999,0.6399999999999999,Mixed,48.19363657158864,sa3017383,playerId
Ryan Cusick,OAK,AAA,24.7,5.135099359401407,0.24651163,0.14418605,46.2,0.483870967,6.749999505707232,0.10232558,sa3017385,SIRP,,30,45 / 45,55 / 60,,,30 / 35,35+,FA,False,,,none,66.66666666666667,,,,,,,False,,none,0.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Ryan Cusick,PHI,P,26.0,12.0,9.0,67.0,100.0,0.246,,,25.0,34.8,95.5,,,,100.0,50.0,50.0,33.3,49.254,56.8,64.0,16.4,,0.111,0.333,0.111,0.333,3.0,0.0,0.0,1.0,0.0,6.0,33.0,11.0,89.5,96.8,0.0,,,,,none,0,0.2184873949579832,0.5546218487394958,0.17647058823529416,0.31092436974789917,31.79,,,,,0,0.0,,31.79,1.0,0–1 yr,-0.3000000000000007,53.60000000000001,25.0,35.0615,35.0,0.5599999999999998,Mixed,26.247675000000005,sa3017385,playerId
Tanner McDougal,CHW,AA,21.3083333,3.2030807157717245,0.28274428,0.1018711,113.1,0.452631578,3.255882060701073,0.18087318000000002,sa3017471,SP,,26,40 / 50,40 / 50,,40 / 50,20 / 50,35+,LB,True,7,2026-01-30,global_fuzzy,100.0,https://www.mlb.com/milb/prospects/2025/whitesox/tanner-mcdougal-701780,https://www.mlb.com/milb/prospects/2025/whitesox/,whitesox,2025,"{""Fastball"": 65, ""Curveball"": 55, ""Slider"": 50, ""Changeup"": 40, ""Control"": 45, ""Overall"": 45}","McDougal starred at the inaugural MLB Draft Combine in 2021, leading the White Sox to select him in the fifth round and pay him an over-slot $850,000 bonus. Following his brief pro debut, he blew out his elbow and had Tommy John surgery that October. He has displayed some of the best stuff in the system since returning in 2023, though he has struggled with his control and command. McDougal's fastball sits in the upper 90s and touches 100 mph, though it features more downhill plane than life and can get hit hard when he doesn’t locate it well. He generates high spin rates on two different breaking balls. His upper-70s downer curveball can make hitters look silly, but it has so much downer break that he rarely lands it in the zone, while his upper-80s slider is more reliable if less devastating. While McDougal's upper-80s changeup has some fade, he doesn't trust it or have much success with it. He lacks a polished delivery and doesn't repeat it well, which leads to below-average command of his fastball and control of his secondary pitches. His repertoire and lack of finesse may make him better suited for a relief role, though his mid-rotation starter ceiling will keep him in the rotation for a while. Last Prospect 6 Jaden Fauske Next Prospect 8 Christian Oppor White Sox Prospect Headlines White Sox invite 3 Top 100 prospects to spring camp January 29, 2026 White Sox land 5 Top 100 prospects, led by Braden Montgomery January 23, 2026 White Sox snag top backstop prospect among 2026 international signings January 15, 2026 Top Sox pick gears up for first pro season January 14, 2026 Next wave of White Sox prospects on verge of sending rebuild into overdrive December 22, 2025 McDougal (No. 7 prospect), Davitt added to 40-man roster November 18, 2025 Portrait of a pitcher in progress: Smith (No. 5) learning as he goes in AFL November 6, 2025 With family in attendance, White Sox top prospect tees off in Fall League November 1, 2025 More Prospects News White Sox Prospect Highlights 00:34 Breaking down #36 prospect Braden Montgomery January 23, 2026 00:45 Top Prospects: Billy Carlson, SS, White Sox January 20, 2026 01:00 Top Prospects: Hagen Smith, LHP, White Sox January 20, 2026 00:54 Top Prospect: Caleb Bonemer, SS, White Sox January 19, 2026 00:53 Top Prospects: Braden Montgomery, OF, White Sox January 19, 2026 03:33 Braden Montgomery on the challenge of switch hitting January 16, 2026 02:11 David Keller discusses 2026 international signings January 15, 2026 00:49 ",True,6,fuzzy,100.0,,False,1/26/2026,https://pitcherlist.com/2026-chicago-white-sox-top-fantasy-baseball-prospects/,2026-01-30,6.0,,False,1/26/2026,https://pitcherlist.com/2026-chicago-white-sox-top-fantasy-baseball-prospects/,2026-01-30,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.8416666666666667,0.7,0.6583333333333333,0.825,75.88,79.3103448275862,0.0,,,2,0.5,33.706896551724135,61.11941379310344,1.0,1–2 yr,-1.691666699999999,70.30000039999999,55.0,70.61482419793103,25.0,0.6399999999999999,Mixed,53.08667096906896,sa3017471,playerId
Carlos Tavera,BAL,AAA,25.8,5.292928432205129,0.234375,0.1328125,27.2,0.346153846,4.554216344188053,0.1015625,sa3017536,MIRP,,31,50 / 55,45 / 45,,60 / 60,30 / 40,35+,FA,False,,,none,56.00000000000001,,,,,,,False,,none,50.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Carlos Tavera,BAL,P,27.0,18.0,16.0,58.0,100.0,0.293,,,11.1,40.0,85.7,,,,25.0,27.8,22.0,31.0,50.0,52.1,72.0,15.5,,0.25,0.333,0.313,0.364,2.0,1.0,0.0,4.0,0.0,5.0,29.0,9.0,112.3,95.1,0.0,2025,508,"MIN, OF, 16.10 – Taveras has a smooth and controlled lefty swing that is geared for both power and average, and at 6’1”, 213 pounds, it’s not hard to envision a potent hit/power combo at peak. He’s also a good runner despite his size, so this is a good athlete too. The swing isn’t super explosive and he’s not quite as generally explosive as a lot of the other kids in this class, but he’s a still a good one. – ETA: 2030 Prime Projection: 81/20/76/.267/.333/.440/10",https://www.imaginarybrickwall.com/top-500-mlb-prospects-rankings-for-2025-fantasy-baseball-dynasty-leagues/,fuzzy,96,0.18487394957983194,0.4369747899159664,0.26890756302521013,0.3025210084033613,29.32,,,,0.0,1,0.25,0.0,19.058,0.6799999999999999,0–1 yr,0.8000000000000007,40.39999999999999,32.0,27.9034,46.00000000000001,0.5503999999999999,Mixed,20.136529999999997,sa3017536,playerId
Justin Armbruester,BAL,AAA,25.7583333,5.079373887321332,0.25714286,0.11428571,8.1,0.25,0.0,0.14285715,sa3017548,SIRP,,33,45 / 50,55 / 60,,30 / 30,35 / 45,35+,FA,False,,,none,54.54545454545454,,,,,,,False,,none,45.16129032258065,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.22689075630252098,0.6092436974789915,0.47058823529411764,0.5294117647058824,43.77,,,,,0,0.0,,43.77,0.20249999999999999,0–1 yr,0.7583333000000003,40.900000399999996,5.0625,43.339500060000006,62.520833,0.5360749999999999,Mixed,19.317150157,sa3017548,playerId
Alex Pham,BAL,AAA,24.7916666,3.7076115519891,0.27753304,0.09251101,54.0,0.347826086,3.8333333333333335,0.18502203,sa3017550,SP,,30,45 / 45,,55 / 55,,50 / 50,35+,Stro,False,,,none,50.0,,,,,,,False,,none,50.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Alex Pham,BAL,P,26.0,22.0,18.0,85.0,100.0,0.206,,,18.2,29.6,91.4,,,,9.1,13.6,1.3,28.6,49.412,58.6,79.4,14.1,,0.111,0.273,0.111,0.133,4.0,0.0,0.0,2.0,0.0,3.0,42.0,12.0,110.8,95.4,0.0,,,,,none,0,0.8235294117647058,0.7226890756302521,0.6974789915966386,0.8067226890756303,76.47,,,,,0,0.0,,76.47,1.0,0–1 yr,-0.20833340000000078,52.50000080000001,25.0,72.87450012,35.0,0.6199999999999999,Mixed,43.043525214,sa3017550,playerId
Luke Albright,ARI,AA,24.6138888,4.76189719322457,0.24861878,0.15469613,40.1,0.368932038,4.685951004148247,0.09392265000000002,sa3017592,SIRP,,31,50 / 55,,50 / 55,,30 / 40,40,FA,False,,,none,48.0,,,,,,,False,,none,38.70967741935484,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.15000000000000002,0.5083333333333333,0.19999999999999996,0.225,27.32,,,,,0,0.0,,27.32,1.0,1–2 yr,1.6138888000000016,30.63333439999998,25.0,27.81700016,51.138888000000016,0.5199999999999998,Mixed,15.973483751999995,sa3017592,playerId
Riley Martin,CHC,AAA,26.3472222,3.708380345628129,0.30970149,0.13059701,65.2,0.520833333,2.604060712006025,0.17910448,sa3017601,SIRP,,33,50 / 50,55 / 55,70 / 70,,30 / 35,35+,FA,False,,,none,52.17391304347826,,,,,,,False,,none,52.17391304347826,,False,,,,,,,,,,False,,,none,58.33333333333333,,,,,,,Riley Martin,CHC,P,27.0,7.0,7.0,26.0,100.0,0.126,,,0.0,0.0,82.3,,,,0.0,42.9,'-7.0,54.5,42.308,50.0,45.5,23.1,,0.143,0.143,0.143,0.25,0.0,0.0,0.0,1.0,0.0,3.0,11.0,6.0,90.7,95.1,0.0,,,,,none,0,0.8151260504201681,0.8487394957983193,0.2941176470588235,0.7478991596638656,69.75,,,,,0,0.0,,69.75,1.0,0–1 yr,1.347222200000001,33.83333359999999,25.0,64.36250004,48.47222200000001,0.6199999999999999,Mixed,33.458958437999996,sa3017601,playerId
Ricardo Velez,MIN,AA,25.925,4.400361726044293,0.20599251,0.10861423,65.0,0.439306358,1.7999999471811163,0.09737827999999998,sa3017602,MIRP,,39,40 / 40,60 / 60,,55 / 60,40 / 50,35+,FA,False,,,none,51.85185185185186,,,,,,,False,,none,41.666666666666664,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.275,0.14166666666666666,0.575,0.25,30.05,,,,,0,0.0,,30.05,1.0,1–2 yr,2.9250000000000007,14.899999999999991,25.0,27.777500000000003,60.0,0.5799999999999998,Mixed,11.479875,sa3017602,playerId
Austin Love,STL,AA,25.4944444,4.181983288058213,0.27272727,0.11255411,56.0,0.390977443,2.4107142857142856,0.16017316000000004,sa3017609,SP,,24,50 / 50,70 / 70,,40 / 50,40 / 50,40,FA,False,,,none,43.47826086956522,,,,,,,False,,none,42.857142857142854,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.3916666666666667,0.6083333333333333,0.4916666666666667,0.6833333333333333,52.27,,,,,0,0.0,,52.27,1.0,1–2 yr,2.494444399999999,20.066667200000012,25.0,47.43950008000001,59.94444399999999,0.5799999999999998,Mixed,21.36944187600001,sa3017609,playerId
Andy Rodriguez,TBR,A,21.9888888,3.5762587712524176,0.16666667,0.04824561,52.2,0.526315789,4.613923605045018,0.11842106,sa3017620,SIRP,,47,60 / 60,40 / 55,,,30 / 40,35+,FA,False,,,none,50.0,,,,,,,False,,none,50.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.9393939393939394,0.12121212121212122,0.9393939393939394,0.7272727272727273,67.67,,,,,0,0.0,,67.67,1.0,2–4 yr,1.4888888000000016,32.13333439999998,25.0,62.33950016000001,49.888888000000016,0.6099999999999999,Mixed,31.996108751999998,sa3017620,playerId
Hunter Parks,CIN,AA,23.2388888,5.607537037772792,0.20676692,0.14285714,56.0,0.348101265,5.303571428571429,0.06390978,sa3017640,SIRP,,37,55 / 60,70 / 70,,40 / 40,30 / 35,35+,FA,False,,,none,46.15384615384615,,,,,,,False,,none,38.46153846153846,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.033333333333333326,0.15833333333333333,0.2583333333333333,0.10833333333333334,13.06,,,,,0,0.0,,13.06,1.0,1–2 yr,0.23888880000000157,47.13333439999998,25.0,18.17100016,37.388888000000016,0.5199999999999998,Mixed,16.99528375199999,sa3017640,playerId
Raimon Gomez,NYM,A+,22.8833333,4.0447816007903645,0.30379747,0.15822785,35.0,0.532467532,4.628571428571429,0.14556962,sa3017645,SIRP,,40,60 / 60,50 / 55,,40 / 50,30 / 40,35+,FA,False,,,none,50.0,,,,,,,False,,none,50.0,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.5,0.7419354838709677,0.30645161290322576,0.6290322580645161,54.57,,,,,0,0.0,,54.57,0.875,2–4 yr,1.3833333000000003,33.400000399999996,21.875,51.39450006,51.958333,0.5749999999999998,Mixed,26.388775157000005,sa3017645,playerId
Keagan Gillies,BAL,AAA,26.4916666,3.4046835427419344,0.24170616,0.06161137,53.2,0.443661971,2.6832301315438087,0.18009479,sa3017686,SIRP,,36,50 / 50,,,,40 / 50,35+,FA,False,,,none,53.84615384615385,,,,,,,False,,none,53.84615384615385,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.8823529411764706,0.5378151260504201,0.9495798319327731,0.7647058823529411,78.2,,,,,0,0.0,,78.2,1.0,0–1 yr,1.4916665999999985,32.10000080000002,25.0,71.28500012,49.916665999999985,0.6799999999999999,SP,36.01075031400001,sa3017686,playerId
Mitch Bratt,TEX,AA,21.0583333,2.922900174615202,0.29306931,0.04158416,122.1,0.369230769,3.3841963787554925,0.25148515000000005,sa3017719,SP,,18,45 / 45,50 / 55,,45 / 50,35 / 60,40,HTCP,True,9,2026-01-30,global_fuzzy,100.0,https://www.mlb.com/milb/prospects/2025/dbacks/mitch-bratt-683352,https://www.mlb.com/milb/prospects/2025/dbacks/,dbacks,2025,"{""Fastball"": 50, ""Slider"": 50, ""Changeup"": 50, ""Control"": 60, ""Overall"": 45}","When pandemic restrictions made it tough to scout Canadian prepsters in 2021, Bratt left suburban Toronto to pitch his senior season as the Georgia Premier Academy (Statesboro, Ga.). After he performed well there and against older hitters in the inaugural season of the MLB Draft League, he signed for a well-over-slot $850,000 as a fifth-rounder. The youngest player (age 19) on Canada’s 2023 World Baseball Classic team, he reached Double-A shortly after turning 21 last summer. He returned to Frisco for 2025 and put up big strikeout numbers before being dealt to the D-backs at the Trade Deadline in the deal for Merrill Kelly. Bratt hasn’t added as much velocity as hoped since turning pro, but his low-90s fastball that tops out at 95 is still effective because it rides well up in the zone and he can command it where he wants. He plays off the heater with a low-80s slider with nice depth, a mid-80s cutter, an upper-70s curveball and a mid-80s changeup. The slide piece shows the most promise, and mixing in the cutter gives him a bridge pitch to work off that. Bratt’s athletic delivery features little effort and allows him to provide constant strikes. He can move his pitches around the zone and can read hitters’ swings to determine how to get them out. His craftiness and mound presence stand out more than his pure stuff, giving him a high floor as a back-of-the-rotation starter. Last Prospect 8 Patrick Forbes Next Prospect 10 LuJames Groover D-backs Prospect Headlines Switch-hitting shortstop headlines D-backs' deep international signing class January 15, 2026 D-backs giving Lawlar chance to grow defensively December 22, 2025 D-backs add 4 to 40-man roster; Henry DFA'd, Montes De Oca outrighted November 18, 2025 D-backs open to dealing top prospects for right return November 5, 2025 Hurley a standout among D-backs' Fall League participants October 29, 2025 Where the D-backs' farm system stands after '25 October 18, 2025 Next stop in whirlwind year for D-backs Deadline acquisition Hagaman? The AFL October 16, 2025 2025 MiLB Awards Show winners -- Hitter, Pitcher, more September 29, 2025 More Prospects News D-backs Prospect Highlights 00:56 Top Prospects: Ryan Waldschmidt, OF, D-backs January 21, 2026 01:03 Top Prospects: LuJames Groover, 3B, D-backs January 16, 2026 01:04 Top Prospects: Demetrio Crisantes, 2B, D-backs January 15, 2026 01:06 Top Prospects: Tommy Troy, 2B, D-backs January 15, 2026 01:04 Top Prospects: JD Dix, 2B, D-backs January 15, 2026 00:23 Astr",False,,none,0.0,,False,,,,,,,,,,False,,,none,41.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.925,0.8166666666666667,0.975,0.975,91.43,57.89473684210527,,,,1,0.25,44.868421052631575,75.13344736842106,1.0,1–2 yr,-1.941666699999999,73.30000039999999,40.0,83.82153427052633,30.0,0.6399999999999999,Mixed,55.879690501736846,sa3017719,playerId
Ronan Kopp,LAD,AAA,21.9861111,3.7155330176350585,0.35496183,0.17557252,59.1,0.512396694,3.4887636640979487,0.17938930999999997,sa3017751,SIRP,,19,60 / 60,55 / 60,,30 / 40,20 / 35,40+,FA,False,,,none,47.61904761904761,,,,,,,False,,none,47.61904761904762,,False,,,,,,,,,,False,,,none,0.0,,,,,,,Ronan Kopp,LAD,P,23.0,9.0,5.0,41.0,100.0,0.405,,,44.4,16.7,78.1,,,,0.0,22.2,3.3,50.0,34.146,58.8,50.0,17.1,,0.2,0.556,0.2,0.333,4.0,0.0,0.0,1.0,0.0,2.0,14.0,7.0,102.6,96.9,0.0,,,,,none,0,0.8067226890756303,0.9831932773109243,0.10924369747899154,0.7563025210084033,69.24,,,,,0,0.0,,69.24,1.0,0–1 yr,-3.0138889000000013,86.16666680000002,25.0,71.77900002,35.0,0.6199999999999999,Mixed,49.283883369,sa3017751,playerId
Evan Shawver,COL,AA,24.8694444,4.004339757482355,0.22310757,0.09960159,53.1,0.402439024,5.906249064894076,0.12350598,sa3017780,SIRP,,32,60 / 60,50 / 55,,,40 / 40,40,FA,False,,,none,50.0,,,,,,,False,,none,52.17391304347826,,False,,,,,,,,,,False,,,none,52.17391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.4916666666666667,0.30833333333333335,0.6833333333333333,0.45,47.64,,,,,0,0.0,,47.64,1.0,1–2 yr,1.869444399999999,27.566667200000012,25.0,44.629000080000004,53.69444399999999,0.5799999999999998,Mixed,22.54221687600001,sa3017780,playerId
Maddux Bruns,LAD,A+,22.0944444,5.263773758693354,0.22382671,0.15523466,55.2,0.420382165,6.952096840604439,0.06859205000000002,sa3017782,SIRP,,18,60 / 70,60 / 60,,40 / 50,30 / 35,40+,EAD,False,,,none,38.46153846153846,,,,,,,False,,none,38.46153846153846,,False,,,,,,,,,,False,,,none,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0.14516129032258063,0.2903225806451613,0.32258064516129037,0.1935483870967742,23.3,,,,,0,0.0,,23.3,1.0,2–4 yr,0.5944444000000004,42.866667199999995,25.0,26.23500008,40.944444000000004,0.5199999999999998,Mixed,19.237416875999998,sa3017782,playerId
